Data,Hora,Equipe,Liga,Tipo,Ano,Temporada,Simulador,Categoria,Pista,Inicio,Final,Pole,Best Lap,Hat-Trick,Chelem,Campeão,Construtores,Eventos,Transmissão,Já Foi?
02/02/23,20:00,Grip,F1BC,Road,2023,2023/1,Automobilista,Superclio,Buenos Aires,2,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=DZ1ViDZoXhU,TRUE
13/02/23,20:30,Grip,RacersAv,Road,2023,2023/1,Automobilista 2,Mini,Montreal,1,1,SIM,SIM,SIM,-,-,-,-,https://www.youtube.com/watch?v=drZI9TWKs54,TRUE
16/02/23,20:00,Grip,F1BC,Road,2023,2023/1,Automobilista,Superclio,Brasilia,10,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=PucPAF3t4Jk,TRUE
27/02/23,20:30,Grip,RacersAv,Road,2023,2023/1,Automobilista 2,Mini,Interlagos,1,5,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=EqmMYmy6Cnw&ab_channel=WARMUPE-SPORTS,TRUE
09/03/23,20:00,Grip,F1BC,Road,2023,2023/1,Automobilista,Superclio,Cascavel,11,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=tW57LMf1_hA&ab_channel=ellevenTV,TRUE
13/03/23,20:30,Grip,RacersAv,Road,2023,2023/1,Automobilista 2,Mini,Adelaide,2,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=Hwubp2B8ahs,TRUE
23/03/23,20:00,Grip,F1BC,Road,2023,2023/1,Automobilista,Superclio,Goiania,11,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=kCkQw1yIVXc&ab_channel=ellevenTV,TRUE
27/03/23,20:30,Grip,RacersAv,Road,2023,2023/1,Automobilista 2,Mini,Goiania,1,1,SIM,SIM,SIM,-,-,-,-,https://www.youtube.com/watch?v=fXScyf3qlAk&ab_channel=WARMUPE-SPORTS,TRUE
06/04/23,20:00,Grip,F1BC,Road,2023,2023/1,Automobilista,Superclio,Laguna Seca,8,10,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=9divZgUpRSw&ab_channel=ellevenTV,TRUE
10/04/23,20:30,Grip,RacersAv,Road,2023,2023/1,Automobilista 2,Mini,Termas de Rio Hondo,5,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=LEr9G0VWsUU&ab_channel=WARMUPE-SPORTS,TRUE
25/05/23,22:00,Grip,VORC Series,Road,2023,2023/2,Automobilista,Marcas,Santa Cruz do Sul,4,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=gS4zAGcU3Uo,TRUE
25/05/23,23:00,Grip,VORC Series,Road,2023,2023/2,Automobilista,Marcas,Santa Cruz do Sul,6,13,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=gS4zAGcU3Uo,TRUE
01/06/23,20:00,Grip,F1BC,Road,2023,2023/2,Automobilista,Superclio,Barcelona,3,1,-,-,-,-,-,-,-,https://youtu.be/L-9DSvFtwLA,TRUE
08/06/23,22:00,Grip,VORC Series,Road,2023,2023/2,Automobilista,Marcas,Interlagos,2,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=q3N5Xpt-T8E,TRUE
08/06/23,23:00,Grip,VORC Series,Road,2023,2023/2,Automobilista,Marcas,Interlagos,8,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=q3N5Xpt-T8E,TRUE
15/06/23,20:00,Grip,F1BC,Road,2023,2023/2,Automobilista,Superclio,Okayama,9,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=dcwJmOqbboU,TRUE
29/06/23,20:00,Grip,F1BC,Road,2023,2023/2,Automobilista,Superclio,Watkins Glen,12,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=PMca1lIJtvA,TRUE
27/07/23,20:00,Grip,F1BC,Road,2023,2023/2,Automobilista,Superclio,Donington Park,4,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=pFs0RPkB_Uo,TRUE
10/08/23,20:00,Grip,F1BC,Road,2023,2023/2,Automobilista,Superclio,Spa-Francorchamps,5,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=q1_f9phHK30,TRUE
20/09/23,20:00,Grip,F1BC,Road,2023,2023/3,iRacing,TCR,Oulton Park,29,24,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=VmABJBUyWQo,TRUE
20/09/23,20:00,Grip,F1BC,Road,2023,2023/3,iRacing,TCR,Oulton Park,24,16,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=VmABJBUyWQo,TRUE
04/10/23,20:00,Grip,F1BC,Road,2023,2023/3,iRacing,TCR,Spa-Francorchamps,33,22,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=RtUFRRluDQw,TRUE
04/10/23,20:00,Grip,F1BC,Road,2023,2023/3,iRacing,TCR,Spa-Francorchamps,22,26,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=RtUFRRluDQw,TRUE
18/10/23,20:00,Grip,F1BC,Road,2023,2023/3,iRacing,TCR,Road Atlanta,34,27,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=BTONYOaxMng,TRUE
18/10/23,20:00,Grip,F1BC,Road,2023,2023/3,iRacing,TCR,Road Atlanta,27,23,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=BTONYOaxMng,TRUE
08/11/23,20:00,Grip,Racing Bears,Road,2023,2023/3,Automobilista 2,Prototipo P2,Watkins Glen,4,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=piWSpKuPLGA,TRUE
22/11/23,20:00,Grip,Racing Bears,Road,2023,2023/3,Automobilista 2,Prototipo P2,Termas de Rio Hondo,2,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=-wUPdrRYems,TRUE
29/11/23,20:00,Grip,Racing Bears,Road,2023,2023/3,Automobilista 2,Prototipo P2,Brasilia,2,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=CgXP1jNHsyg,TRUE
06/12/23,20:00,Grip,Racing Bears,Road,2023,2023/3,Automobilista 2,Prototipo P2,Kyalami,1,4,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=_wt13eOajPw,TRUE
13/12/23,20:00,Grip,Racing Bears,Road,2023,2023/3,Automobilista 2,Prototipo P2,Nurburgring,3,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=M08QFzYAqoo,TRUE
29/01/24,22:00,Grip,RacersAv,Road,2024,2024/1,Automobilista 2,Sprint Race,Velo Citta,1,1,SIM,SIM,SIM,-,-,-,-,https://www.youtube.com/watch?v=l1nmMrsq0ao,TRUE
12/02/24,22:00,Grip,RacersAv,Road,2024,2024/1,Automobilista 2,Sprint Race,Interlagos,1,1,SIM,SIM,SIM,-,-,-,-,https://www.youtube.com/watch?v=QOz-CERbl8c,TRUE
26/02/24,22:00,Grip,RacersAv,Road,2024,2024/1,Automobilista 2,Sprint Race,Curitiba,4,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=WkxnH5LJHd8,TRUE
11/03/24,22:00,Grip,RacersAv,Road,2024,2024/1,Automobilista 2,Sprint Race,Buenos Aires,1,4,SIM,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=kKR9srn3pPw,TRUE
25/03/24,22:00,Grip,RacersAv,Road,2024,2024/1,Automobilista 2,Sprint Race,Cascavel,2,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=os4ycwwf4ks,TRUE
08/04/24,22:00,Grip,RacersAv,Road,2024,2024/1,Automobilista 2,Sprint Race,Goiania,1,1,SIM,SIM,SIM,-,SIM,-,-,https://www.youtube.com/watch?v=C4jBTP6fzWg,TRUE
25/03/25,22:00,Grip,AVRS,Road,2025,2025/1,Assetto Corsa,Marcas,Curitiba,23,23,-,-,-,-,-,-,-,https://www.youtube.com/live/au_Y1k1XQTc,TRUE
25/03/25,22:00,Grip,AVRS,Road,2025,2025/1,Assetto Corsa,Marcas,Curitiba,23,12,-,-,-,-,-,-,-,https://www.youtube.com/live/au_Y1k1XQTc,TRUE
08/04/25,22:00,Grip,AVRS,Road,2025,2025/1,Assetto Corsa,Marcas,Goiania,15,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=SIGvmjEF3EM,TRUE
08/04/25,22:00,Grip,AVRS,Road,2025,2025/1,Assetto Corsa,Marcas,Goiania,9,11,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=SIGvmjEF3EM,TRUE
16/07/25,21:30,Grip,Racing Bears,Road,2025,2025/2,Automobilista 2,Sprint Race,Londrina,3,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=odLtkfuyplQ,TRUE
23/07/25,21:30,Grip,Racing Bears,Road,2025,2025/2,Automobilista 2,Sprint Race,Cascavel,12,2,-,-,-,-,-,-,-,https://youtube.com/live/0A4y3WyCdBY?feature=share,TRUE
30/07/25,21:30,Grip,Racing Bears,Road,2025,2025/2,Automobilista 2,Sprint Race,Goiania,6,2,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=zk3YuM2vv_E,TRUE
06/08/25,21:30,Grip,Racing Bears,Road,2025,2025/2,Automobilista 2,Sprint Race,Curitiba,2,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=Uf_Sg2DR-IU,TRUE
13/08/25,21:30,Grip,Racing Bears,Road,2025,2025/2,Automobilista 2,Sprint Race,Interlagos,6,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=GtwkpBxYiQY,TRUE
16/01/26,22:00,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Velo Citta,5,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=NSPER73OGSM,TRUE
16/01/26,22:00,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Velo Citta,8,5,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=NSPER73OGSM,TRUE
30/01/26,21:30,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Taruma,4,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=rTtnc5yw9f0,TRUE
30/01/26,21:30,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Taruma,9,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=rTtnc5yw9f0,TRUE
13/02/26,21:30,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Cascavel,3,2,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=xMfIxg9YONg,TRUE
13/02/26,21:30,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Cascavel,7,DNF,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=xMfIxg9YONg,TRUE
27/02/26,21:30,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Interlagos,3,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=jBtPvatovS4,TRUE
27/02/26,21:30,Grip,VORC Series,Road,2026,2026/1,RFactor 2,Stock Car,Interlagos,6,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=jBtPvatovS4,TRUE
18/03/26,22:00,Grip,Campeonatos Classicos,Road,2026,2026/2,RFactor 2,Stock Car,Campo Grande,2,4,-,-,-,-,-,-,-,,TRUE
25/03/26,22:00,Grip,Campeonatos Classicos,Road,2026,2026/2,RFactor 2,Stock Car,Interlagos,9,DNF,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=oBsuzSJ3MFU&t=3281s,TRUE
15/04/26,22:00,Grip,Campeonatos Classicos,Road,2026,2026/2,RFactor 2,Stock Car,Curitiba,13,11,-,-,-,-,-,-,-,,TRUE
22/04/26,22:00,Grip,Campeonatos Classicos,Road,2026,2026/2,RFactor 2,Stock Car,Brasilia,12,DNF,-,-,-,-,-,-,-,,TRUE
08/05/26,21:30,Grip,VORC Series,Road,2026,2026/2,RFactor 2,Stock Car,Tocancipa,8,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=rP6PPQ0qQTs&t=1285s,FALSE
08/05/26,21:30,Grip,VORC Series,Road,2026,2026/2,RFactor 2,Stock Car,Tocancipa,10,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=rP6PPQ0qQTs&t=1285s,FALSE
13/05/26,22:00,Grip,Campeonatos Classicos,Road,2026,2026/2,RFactor 2,Stock Car,Jacarepagua,5,6,-,-,-,-,-,-,-,,FALSE
20/05/26,22:00,Grip,Campeonatos Classicos,Road,2026,2026/2,RFactor 2,Stock Car,Interlagos,8,DNF,-,-,-,-,-,-,-,,FALSE
22/05/26,21:30,Grip,VORC Series,Road,2026,2026/2,RFactor 2,Stock Car,Goiania,4,3,-,-,-,-,-,-,-,,TRUE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
,,,,,,,,,,,,-,-,-,-,-,-,-,,FALSE
